name_ko,name_en,tasting_note,roasting,process,variety,altitude,washing_station,region,release_ym,category,no,sensory_narrative
에티오피아 모카 예가체프,ETHIOPIA MOCHA YIRGACHEFFE,"민트, 누룽지, 자몽",,워시드,,,,,2015년 2월,싱글오리진,67.0,"이 커피에서는 민트가 먼저 맑게 피어나고, 이어 누룽지가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 자몽을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
인도네시아 와하나 만델링,INDONESIA WAHANA MANDHELLING,"레드와인, 견과, 다크초콜릿",,펄프드 내추럴,,,,,2015년 2월,싱글오리진,68.0,"이 커피에서는 레드와인이 먼저 맑게 피어나고, 이어 견과가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 다크초콜릿을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
부룬디 넴바 스페셜티,BURUNDI NEMBA SPECIALTY,"자두캔디, 식혜, 밀크초콜릿",,워시드,,,,,2015년 2월,싱글오리진,69.0,"이 커피에서는 자두캔디가 먼저 맑게 피어나고, 이어 식혜가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 밀크초콜릿을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
코스타리카 세로 산 루이스,COSTA RICA CERRO SAN LUIS,"대추, 한과, 조청",,허니,,,,,2015년 3월,싱글오리진,70.0,"이 커피에서는 대추가 먼저 맑게 피어나고, 이어 한과가 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 조청을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
엘살바도르 라 팔마,EL SALVADOR LA PALMA,"다크초콜릿, 박하사탕, 카카오",,워시드,,,,,2015년 3월,싱글오리진,71.0,"이 커피에서는 다크초콜릿이 먼저 맑게 피어나고, 이어 박하사탕이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 카카오를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
과테말라 라 라보르,GUATEMALA LA LABOR,"캐러멜 팝콘, 파인애플, 그래놀라",,워시드,,,,,2015년 3월,싱글오리진,72.0,"이 커피에서는 캐러멜 팝콘이 먼저 맑게 피어나고, 이어 파인애플이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 그래놀라를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
과테말라 산 비센테,GUATEMALA SAN VICENTE,"복숭아, 트로피칼 주스, 피칸",,내추럴,,,,,2015년 4월,싱글오리진,73.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 트로피칼 주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 피칸을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
에티오피아 모모라,ETHIOPIA MOMORA,"블루베리, 자두, 홍차",,내추럴,,,,,2015년 4월,싱글오리진,74.0,"이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 자두가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 홍차를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
멕시코 핀카 라스 리마스,MEXICO FINCA LAS LIMAS,"카카오닙스, 칡, 견과",,워시드,,,,,2015년 4월,싱글오리진,75.0,"이 커피에서는 카카오닙스가 먼저 맑게 피어나고, 이어 칡이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 견과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
제임스,JAMES,"천도복숭아, 오렌지 주스, 아카시아",미디엄,,,,,,2015년 5월,블렌드,76.0,"이 커피에서는 천도복숭아가 먼저 맑게 피어나고, 이어 오렌지 주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 만드는 결도 과하지 않게 정돈되어 중반부로 갈수록 아카시아를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
볼리비아 하신토 티티리코,BOLIVIA JACINTO TITIRICO,"레몬, 카카오, 피칸",,워시드,,,,,2015년 5월,싱글오리진,77.0,"이 커피에서는 레몬이 먼저 맑게 피어나고, 이어 카카오가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 피칸을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
제임스,JAMES,"블랙베리, 토마토, 자두",미디엄,,,,,,2015년 6월,블렌드,78.0,"이 커피에서는 블랙베리가 먼저 맑게 피어나고, 이어 토마토가 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 만드는 결도 과하지 않게 정돈되어 중반부로 갈수록 자두를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
르완다 루붐푸,RWANDA RUVUMBU,"복숭아, 오렌지 주스, 살구",,워시드,,,,,2015년 6월,싱글오리진,79.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 오렌지 주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 살구를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
브라질 알토 카페잘,BRAZIL ALTO CAFEZAL,"다크초콜릿, 누룽지, 토스트",,펄프드 내추럴,,,,,2015년 6월,싱글오리진,80.0,"이 커피에서는 다크초콜릿이 먼저 맑게 피어나고, 이어 누룽지가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 토스트를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
제임스,JAMES,"빅파이, 딸기잼, 말린 대추",미디엄,,,,,,2015년 7월,블렌드,81.0,"이 커피에서는 빅파이가 먼저 맑게 피어나고, 이어 딸기잼이 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 만드는 결도 과하지 않게 정돈되어 중반부로 갈수록 말린 대추를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
과테말라 산 미겔,GUATEMALA SAN MIGUEL,"비스킷, 위스키, 바닐라",,워시드,,,,,2015년 7월,싱글오리진,82.0,"이 커피에서는 비스킷이 먼저 맑게 피어나고, 이어 위스키가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 바닐라를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 키구타,KENYA KIGUTHA,"오렌지, 캐러멜, 장미",,워시드,,,,,2015년 8월,싱글오리진,83.0,"이 커피에서는 오렌지가 먼저 맑게 피어나고, 이어 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 장미를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
콜롬비아 로스 나란호스,COLOMBIA LOS NARANJOS,"피넛버터, 막걸리, 우롱차",,워시드,,,,,2015년 8월,싱글오리진,84.0,"이 커피에서는 피넛버터가 먼저 맑게 피어나고, 이어 막걸리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 우롱차를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
코스타리카 산타 마리아,COSTA RICA SANTA MARIA,"복숭아, 조청, 캐슈넛",,워시드,,,,,2015년 9월,싱글오리진,85.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 조청이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 캐슈넛을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
